trial,l,l0,l_norm,c,c0,c_norm
1,3.266060606060606,5.454545454545454,0.5987777777777779,0.6172727272727271,0.6666666666666659,0.9259090909090918
2,3.1622222222222223,5.454545454545454,0.5797407407407408,0.6103391053391052,0.6666666666666659,0.9155086580086589
3,3.9135353535353534,5.454545454545454,0.7174814814814815,0.6420404040404039,0.6666666666666659,0.963060606060607
4,3.4452525252525255,5.454545454545454,0.6316296296296298,0.6209292929292927,0.6666666666666659,0.9313939393939401
5,3.2826262626262626,5.454545454545454,0.6018148148148148,0.6174509379509375,0.6666666666666659,0.9261764069264075
6,3.246868686868687,5.454545454545454,0.5952592592592593,0.6081038961038963,0.6666666666666659,0.9121558441558455
7,3.4206060606060604,5.454545454545454,0.6271111111111112,0.6277222222222216,0.6666666666666659,0.9415833333333335
8,3.641010101010101,5.454545454545454,0.6675185185185185,0.6314040404040402,0.6666666666666659,0.9471060606060614
9,3.3422222222222224,5.454545454545454,0.6127407407407408,0.6223329448329444,0.6666666666666659,0.9334994172494178
10,3.194141414141414,5.454545454545454,0.5855925925925927,0.6184134199134195,0.6666666666666659,0.9276201298701303
