trial,l,l0,l_norm,c,c0,c_norm
1,3.2725145145145147,50.450450450450454,0.0648659126984127,0.01420598388539569,0.6666666666666636,0.02130897582809363
2,3.271773773773774,50.450450450450454,0.06485123015873016,0.013924301189007086,0.6666666666666636,0.020886451783510725
3,3.276968968968969,50.450450450450454,0.06495420634920634,0.013970544642835677,0.6666666666666636,0.02095581696425361
4,3.274064064064064,50.450450450450454,0.06489662698412697,0.014337790314260933,0.6666666666666636,0.021506685471391496
5,3.2733773773773773,50.450450450450454,0.06488301587301587,0.0133968264277862,0.6666666666666636,0.02009523964167939
6,3.272806806806807,50.450450450450454,0.06487170634920635,0.013859552203902057,0.6666666666666636,0.020789328305853182
7,3.2768128128128127,50.450450450450454,0.0649511111111111,0.016092911904057438,0.6666666666666636,0.024139367856086266
8,3.2735835835835836,50.450450450450454,0.06488710317460317,0.012868671851024815,0.6666666666666636,0.01930300777653731
9,3.275037037037037,50.450450450450454,0.0649159126984127,0.014291067970557155,0.6666666666666636,0.02143660195583583
10,3.2750350350350352,50.450450450450454,0.06491587301587301,0.015805280254661068,0.6666666666666636,0.02370792038199171
