trial,l,l0,l_norm,c,c0,c_norm
1,5.454545454545454,5.454545454545454,1.0,0.6666666666666659,0.6666666666666659,1.0
2,4.835757575757576,5.454545454545454,0.8865555555555557,0.6642323232323224,0.6666666666666659,0.9963484848484848
3,5.011717171717172,5.454545454545454,0.918814814814815,0.6627878787878781,0.6666666666666659,0.9941818181818184
4,5.454545454545454,5.454545454545454,1.0,0.6666666666666659,0.6666666666666659,1.0
5,5.454545454545454,5.454545454545454,1.0,0.6666666666666659,0.6666666666666659,1.0
6,5.454545454545454,5.454545454545454,1.0,0.6666666666666659,0.6666666666666659,1.0
7,4.70989898989899,5.454545454545454,0.8634814814814816,0.6613434343434339,0.6666666666666659,0.9920151515151521
8,5.454545454545454,5.454545454545454,1.0,0.6666666666666659,0.6666666666666659,1.0
9,4.6896969696969695,5.454545454545454,0.8597777777777778,0.6642323232323227,0.6666666666666659,0.9963484848484853
10,5.454545454545454,5.454545454545454,1.0,0.6666666666666659,0.6666666666666659,1.0
