trial,l,l0,l_norm,c,c0,c_norm
1,3.7246464646464648,5.454545454545454,0.6828518518518519,0.6459090909090902,0.6666666666666659,0.9688636363636365
2,3.349090909090909,5.454545454545454,0.6140000000000001,0.6249040404040401,0.6666666666666659,0.9373560606060614
3,3.6644444444444444,5.454545454545454,0.6718148148148149,0.6478888888888886,0.6666666666666659,0.9718333333333341
4,3.6975757575757577,5.454545454545454,0.677888888888889,0.6431327561327558,0.6666666666666659,0.9646991341991349
5,3.588888888888889,5.454545454545454,0.6579629629629631,0.6356767676767677,0.6666666666666659,0.9535151515151528
6,3.674141414141414,5.454545454545454,0.6735925925925926,0.6445317460317458,0.6666666666666659,0.9667976190476198
7,3.8088888888888888,5.454545454545454,0.6982962962962963,0.6398434343434346,0.6666666666666659,0.9597651515151531
8,3.574949494949495,5.454545454545454,0.6554074074074074,0.6369242424242423,0.6666666666666659,0.9553863636363646
9,3.7694949494949497,5.454545454545454,0.6910740740740742,0.6434141414141409,0.6666666666666659,0.9651212121212125
10,4.143636363636364,5.454545454545454,0.7596666666666667,0.6539090909090904,0.6666666666666659,0.9808636363636368
