trial,l,l0,l_norm,c,c0,c_norm
1,2.2456565656565655,5.454545454545454,0.4117037037037037,0.12962792762792757,0.6666666666666659,0.1944418914418916
2,2.2436363636363637,5.454545454545454,0.4113333333333334,0.12435306360306361,0.6666666666666659,0.18652959540459566
3,2.235959595959596,5.454545454545454,0.40992592592592597,0.10924672549672548,0.6666666666666659,0.16387008824508842
4,2.2377777777777776,5.454545454545454,0.41025925925925927,0.10816938616938615,0.6666666666666659,0.16225407925407942
5,2.256767676767677,5.454545454545454,0.4137407407407408,0.14779775779775772,0.6666666666666659,0.22169663669663686
6,2.271919191919192,5.454545454545454,0.41651851851851857,0.14162598512598504,0.6666666666666659,0.21243897768897782
7,2.238989898989899,5.454545454545454,0.4104814814814815,0.11441397491397484,0.6666666666666659,0.17162096237096247
8,2.2404040404040404,5.454545454545454,0.4107407407407408,0.11052275502275495,0.6666666666666659,0.16578413253413263
9,2.2545454545454544,5.454545454545454,0.41333333333333333,0.13448035298035294,0.6666666666666659,0.20172052947052965
10,2.2515151515151515,5.454545454545454,0.4127777777777778,0.12364418914418916,0.6666666666666659,0.18546628371628396
