trial,l,l0,l_norm,c,c0,c_norm
1,4.625456451290258,250.4500900180036,0.01846857571884984,0.290317783393077,0.6666666666666268,0.43547667508964155
2,4.621703460692139,250.4500900180036,0.018453590734824284,0.28854958041957873,0.6666666666666268,0.432824370629394
3,4.6140858571714345,250.4500900180036,0.018423175079872206,0.2842508135002253,0.6666666666666268,0.4263762202503635
4,4.612835127025405,250.4500900180036,0.018418181150159744,0.28547510711510693,0.6666666666666268,0.42821266067268604
5,4.60523624724945,250.4500900180036,0.018387840255591054,0.28261879359202774,0.6666666666666268,0.42392819038806695
6,4.614853610722144,250.4500900180036,0.01842624057507987,0.2844156093906095,0.6666666666666268,0.4266234140859398
7,4.61515799159832,250.4500900180036,0.018427455910543133,0.28668419107036774,0.6666666666666268,0.43002628660557735
8,4.62469173834767,250.4500900180036,0.01846552236421725,0.2898029400338216,0.6666666666666268,0.43470441005075844
9,4.612628205641128,250.4500900180036,0.018417354952076675,0.2842385286935279,0.6666666666666268,0.42635779304031735
10,4.618808641728346,250.4500900180036,0.018442032268370608,0.2877585414585416,0.6666666666666268,0.4316378121878382
