trial,l,l0,l_norm,c,c0,c_norm
1,3.283029029029029,50.450450450450454,0.0650743253968254,0.02079766684124274,0.6666666666666636,0.031196500261864255
2,3.2807127127127127,50.450450450450454,0.0650284126984127,0.019309158162099386,0.6666666666666636,0.028963737243149212
3,3.2804704704704704,50.450450450450454,0.0650236111111111,0.018691946778711534,0.6666666666666636,0.02803792016806743
4,3.2784044044044043,50.450450450450454,0.06498265873015872,0.018036065577009888,0.6666666666666636,0.027054098365514954
5,3.2774394394394393,50.450450450450454,0.06496353174603174,0.0172489646318594,0.6666666666666636,0.025873446947789216
6,3.27987987987988,50.450450450450454,0.06501190476190476,0.017969684598167623,0.6666666666666636,0.026954526897251557
7,3.2816396396396397,50.450450450450454,0.06504678571428571,0.01718981606628669,0.6666666666666636,0.025784724099430154
8,3.279335335335335,50.450450450450454,0.0650011111111111,0.01831964408140884,0.6666666666666636,0.027479466122113386
9,3.280902902902903,50.450450450450454,0.06503218253968253,0.019351929279870495,0.6666666666666636,0.029027893919805876
10,3.282734734734735,50.450450450450454,0.06506849206349206,0.021037682742094572,0.6666666666666636,0.031556524113142
