trial,l,l0,l_norm,c,c0,c_norm
1,19.67659379875975,250.4500900180036,0.07856493003194888,0.658716464646439,0.6666666666666268,0.9880746969697176
2,21.16107669533907,250.4500900180036,0.08449219041533547,0.6593237373737099,0.6666666666666268,0.988985606060624
3,20.544348149629926,250.4500900180036,0.08202970958466453,0.6598218759018455,0.6666666666666268,0.9897328138528274
4,18.291896379275855,250.4500900180036,0.07303609424920128,0.6573372582972336,0.6666666666666268,0.9860058874459093
5,19.614241328265653,250.4500900180036,0.07831596837060703,0.6593199567099277,0.6666666666666268,0.9889799350649507
6,20.717817883576714,250.4500900180036,0.08272234153354632,0.6599929292929003,0.6666666666666268,0.9899893939394098
7,19.27066901380276,250.4500900180036,0.07694414888178913,0.6583453535353252,0.6666666666666268,0.9875180303030469
8,19.711162872574516,250.4500900180036,0.07870295782747604,0.659336161616133,0.6666666666666268,0.9890042424242587
9,19.903370674134827,250.4500900180036,0.0794704073482428,0.6591238239537963,0.6666666666666268,0.9886857359307536
10,19.18746477295459,250.4500900180036,0.07661193003194888,0.6589850793650485,0.6666666666666268,0.9884776190476319
