trial,l,l0,l_norm,c,c0,c_norm
1,4.16060606060606,5.454545454545454,0.7627777777777778,0.6483030303030302,0.6666666666666659,0.9724545454545465
2,3.918989898989899,5.454545454545454,0.7184814814814815,0.6522323232323228,0.6666666666666659,0.9783484848484855
3,3.89030303030303,5.454545454545454,0.7132222222222222,0.6501060606060601,0.6666666666666659,0.9751590909090914
4,4.01010101010101,5.454545454545454,0.7351851851851853,0.6502373737373733,0.6666666666666659,0.9753560606060612
5,3.6517171717171717,5.454545454545454,0.6694814814814816,0.6390959595959593,0.6666666666666659,0.9586439393939402
6,4.004040404040404,5.454545454545454,0.7340740740740741,0.6462323232323227,0.6666666666666659,0.9693484848484852
7,3.9725252525252523,5.454545454545454,0.7282962962962963,0.646444444444444,0.6666666666666659,0.9696666666666672
8,3.688888888888889,5.454545454545454,0.6762962962962964,0.646853535353535,0.6666666666666659,0.9702803030303037
9,3.77979797979798,5.454545454545454,0.692962962962963,0.6451240981240975,0.6666666666666659,0.9676861471861475
10,4.481616161616162,5.454545454545454,0.8216296296296298,0.6571060606060599,0.6666666666666659,0.9856590909090911
