trial,l,l0,l_norm,c,c0,c_norm
1,4.065021021021021,50.450450450450454,0.0805745238095238,0.4158919413919413,0.6666666666666636,0.6238379120879148
2,4.059463463463463,50.450450450450454,0.08046436507936507,0.4078873071373071,0.6666666666666636,0.6118309607059634
3,4.068242242242242,50.450450450450454,0.08063837301587301,0.413271017871018,0.6666666666666636,0.6199065268065298
4,4.072924924924925,50.450450450450454,0.08073119047619047,0.41679353979353945,0.6666666666666636,0.625190309690312
5,4.0977977977977975,50.450450450450454,0.08122420634920634,0.4165265290265295,0.6666666666666636,0.624789793539797
6,4.061155155155155,50.450450450450454,0.08049789682539682,0.4114077811077811,0.6666666666666636,0.6171116716616745
7,4.162028028028028,50.450450450450454,0.08249734126984126,0.43673601953601965,0.6666666666666636,0.6551040293040324
8,4.038032032032032,50.450450450450454,0.0800395634920635,0.40336797091797105,0.6666666666666636,0.6050519563769593
9,4.06580980980981,50.450450450450454,0.08059015873015873,0.41128836718836714,0.6666666666666636,0.6169325507825535
10,4.103641641641642,50.450450450450454,0.08134003968253968,0.42184158064157995,0.6666666666666636,0.6327623709623728
