trial,l,l0,l_norm,c,c0,c_norm
1,2.6244444444444444,5.454545454545454,0.48114814814814816,0.4774976134976135,0.6666666666666659,0.7162464202464212
2,2.5614141414141414,5.454545454545454,0.4695925925925926,0.43233777333777335,0.6666666666666659,0.6485066600066608
3,2.55010101010101,5.454545454545454,0.46751851851851856,0.41397197247197254,0.6666666666666659,0.6209579587079596
4,2.5793939393939396,5.454545454545454,0.47288888888888897,0.4344180819180818,0.6666666666666659,0.6516271228771234
5,2.604242424242424,5.454545454545454,0.47744444444444445,0.44169147519147517,0.6666666666666659,0.6625372127872136
6,2.5503030303030303,5.454545454545454,0.4675555555555556,0.43114973914973936,0.6666666666666659,0.6467246087246098
7,2.5216161616161616,5.454545454545454,0.4622962962962963,0.3986386391386391,0.6666666666666659,0.5979579587079594
8,2.518989898989899,5.454545454545454,0.46181481481481484,0.42830003330003324,0.6666666666666659,0.6424500499500506
9,2.608282828282828,5.454545454545454,0.4781851851851852,0.4505344100344101,0.6666666666666659,0.675801615051616
10,2.5866666666666664,5.454545454545454,0.4742222222222222,0.4444855699855698,0.6666666666666659,0.6667283549783556
