trial,l,l0,l_norm,c,c0,c_norm
1,3.2693693693693695,50.450450450450454,0.06480357142857143,0.008177785613079728,0.6666666666666636,0.012266678419619648
2,3.268746746746747,50.450450450450454,0.06479123015873016,0.00951419838331603,0.6666666666666636,0.014271297574974109
3,3.2655395395395397,50.450450450450454,0.06472765873015873,0.007881016730087932,0.6666666666666636,0.011821525095131952
4,3.2714354354354356,50.450450450450454,0.06484452380952381,0.009142966020907204,0.6666666666666636,0.013714449031360867
5,3.266970970970971,50.450450450450454,0.06475603174603174,0.008052449227758824,0.6666666666666636,0.01207867384163829
6,3.2671871871871874,50.450450450450454,0.06476031746031746,0.01115940840205547,0.6666666666666636,0.01673911260308328
7,3.269095095095095,50.450450450450454,0.06479813492063491,0.010065102510148957,0.6666666666666636,0.015097653765223505
8,3.269673673673674,50.450450450450454,0.06480960317460317,0.008901743517919999,0.6666666666666636,0.013352615276880059
9,3.268036036036036,50.450450450450454,0.06477714285714285,0.009819300634006524,0.6666666666666636,0.014728950951009854
10,3.2664724724724725,50.450450450450454,0.06474615079365079,0.0069895863939981595,0.6666666666666636,0.010484379590997288
