trial,l,l0,l_norm,c,c0,c_norm
1,3.1503030303030304,5.454545454545454,0.5775555555555556,0.5917200577200573,0.6666666666666659,0.887580086580087
2,3.276969696969697,5.454545454545454,0.6007777777777779,0.6133679653679652,0.6666666666666659,0.920051948051949
3,3.2606060606060607,5.454545454545454,0.5977777777777779,0.6122979797979795,0.6666666666666659,0.9184469696969704
4,3.0002020202020203,5.454545454545454,0.5500370370370371,0.5832863247863247,0.6666666666666659,0.8749294871794882
5,3.1416161616161618,5.454545454545454,0.575962962962963,0.6059141414141412,0.6666666666666659,0.9088712121212129
6,2.9715151515151517,5.454545454545454,0.5447777777777778,0.5722030747030749,0.6666666666666659,0.8583046120546133
7,3.0056565656565657,5.454545454545454,0.5510370370370371,0.5831652236652234,0.6666666666666659,0.8747478354978362
8,3.2422222222222223,5.454545454545454,0.5944074074074075,0.5962813852813851,0.6666666666666659,0.8944220779220787
9,3.249090909090909,5.454545454545454,0.5956666666666667,0.6074812409812411,0.6666666666666659,0.9112218614718628
10,3.0765656565656565,5.454545454545454,0.5640370370370371,0.5935353535353537,0.6666666666666659,0.8903030303030316
