trial,l,l0,l_norm,c,c0,c_norm
1,3.326714714714715,50.450450450450454,0.0659402380952381,0.04975181827975977,0.6666666666666636,0.07462772741964
2,3.316036036036036,50.450450450450454,0.06572857142857143,0.04439969213792771,0.6666666666666636,0.06659953820689186
3,3.330214214214214,50.450450450450454,0.06600960317460317,0.053288376329553105,0.6666666666666636,0.07993256449433002
4,3.327297297297297,50.450450450450454,0.06595178571428571,0.05006404428904458,0.6666666666666636,0.07509606643356721
5,3.3286086086086084,50.450450450450454,0.06597777777777777,0.05237411689617605,0.6666666666666636,0.07856117534426443
6,3.3297057057057056,50.450450450450454,0.0659995238095238,0.050685872297637345,0.6666666666666636,0.07602880844645636
7,3.3253153153153154,50.450450450450454,0.0659125,0.05047718915071883,0.6666666666666636,0.0757157837260786
8,3.323013013013013,50.450450450450454,0.06586686507936507,0.0507169145440047,0.6666666666666636,0.07607537181600739
9,3.3265805805805804,50.450450450450454,0.06593757936507935,0.0504452107232296,0.6666666666666636,0.07566781608484474
10,3.3234434434434434,50.450450450450454,0.06587539682539682,0.048899830724831075,0.6666666666666636,0.07334974608724695
