trial,l,l0,l_norm,c,c0,c_norm
1,5.454545454545454,5.454545454545454,1.0,0.6666666666666659,0.6666666666666659,1.0
2,4.850303030303031,5.454545454545454,0.8892222222222224,0.6642323232323225,0.6666666666666659,0.9963484848484849
3,5.454545454545454,5.454545454545454,1.0,0.6666666666666659,0.6666666666666659,1.0
4,5.454545454545454,5.454545454545454,1.0,0.6666666666666659,0.6666666666666659,1.0
5,5.454545454545454,5.454545454545454,1.0,0.6666666666666659,0.6666666666666659,1.0
6,4.688282828282828,5.454545454545454,0.8595185185185186,0.6620656565656562,0.6666666666666659,0.9930984848484855
7,4.133939393939394,5.454545454545454,0.757888888888889,0.6543484848484844,0.6666666666666659,0.9815227272727278
8,5.454545454545454,5.454545454545454,1.0,0.6666666666666659,0.6666666666666659,1.0
9,4.791515151515152,5.454545454545454,0.8784444444444446,0.6642323232323224,0.6666666666666659,0.9963484848484848
10,4.657575757575757,5.454545454545454,0.8538888888888889,0.6629545454545448,0.6666666666666659,0.9944318181818184
