node,avg_shortest_path_length,clustering_coeff
0,2.1808510638297873,0.6029411764705882
1,1.9893617021276595,0.5375494071146245
2,1.8404255319148937,0.5197044334975369
3,1.6382978723404256,0.46799431009957326
4,1.7553191489361701,0.4752688172043011
5,1.6914893617021276,0.4371794871794872
6,1.8191489361702127,0.544973544973545
7,2.0531914893617023,0.6911764705882353
8,1.9680851063829787,0.5916666666666667
9,1.7765957446808511,0.5938461538461538
10,1.8404255319148937,0.5335968379446641
11,1.7127659574468086,0.5111111111111111
12,1.7446808510638299,0.5141129032258065
13,1.627659574468085,0.49878048780487805
14,1.5212765957446808,0.4250980392156863
15,1.8617021276595744,0.680952380952381
16,2.0106382978723403,0.6209150326797386
17,1.8404255319148937,0.42328042328042326
18,1.9893617021276595,0.5073529411764706
19,1.851063829787234,0.4853801169590643
20,1.9787234042553192,0.5833333333333334
21,1.6702127659574468,0.41579558652729387
22,1.9680851063829787,0.5847953216374269
23,1.9787234042553192,0.6758893280632411
24,1.946808510638298,0.6552706552706553
25,1.946808510638298,0.6702898550724637
26,1.8404255319148937,0.6005291005291006
27,1.702127659574468,0.519327731092437
28,1.6914893617021276,0.493993993993994
29,1.8297872340425532,0.6391129032258065
30,1.7446808510638299,0.5714285714285714
31,1.702127659574468,0.49146341463414633
32,1.6595744680851063,0.48484848484848486
33,1.8085106382978724,0.5866935483870968
34,1.7127659574468086,0.5170731707317073
35,1.7659574468085106,0.5650623885918004
36,1.7765957446808511,0.49099099099099097
37,1.872340425531915,0.6322751322751323
38,1.872340425531915,0.6353276353276354
39,1.8297872340425532,0.4413793103448276
40,1.7872340425531914,0.45546218487394957
41,1.7659574468085106,0.5078236130867709
42,1.574468085106383,0.3681972789115646
43,1.4361702127659575,0.34098360655737703
44,1.7340425531914894,0.43108233117483813
45,1.5957446808510638,0.4238310708898944
46,1.8085106382978724,0.4188034188034188
47,1.425531914893617,0.34011299435028247
48,1.4574468085106382,0.35025062656641603
49,1.8404255319148937,0.40923076923076923
50,1.9680851063829787,0.5964912280701754
51,1.8297872340425532,0.4802955665024631
52,2.3085106382978724,1.0
53,2.5531914893617023,1.0
54,2.202127659574468,0.7777777777777778
55,2.0638297872340425,0.8055555555555556
56,2.797872340425532,1.0
57,2.021276595744681,0.7727272727272727
58,1.851063829787234,0.5380116959064327
59,2.6914893617021276,1.0
60,2.776595744680851,1.0
61,2.276595744680851,0.6923076923076923
62,2.382978723404255,1.0
63,2.351063829787234,0.7777777777777778
64,1.8191489361702127,0.5800865800865801
65,1.9042553191489362,0.49673202614379086
66,1.7659574468085106,0.5059288537549407
67,2.021276595744681,0.8571428571428571
68,1.9042553191489362,0.6333333333333333
69,1.9361702127659575,0.6209150326797386
70,1.8404255319148937,0.6263157894736842
71,1.7765957446808511,0.6320346320346321
72,1.8085106382978724,0.5584415584415584
73,2.0106382978723403,0.5303030303030303
74,2.1382978723404253,0.7307692307692307
75,2.4468085106382977,0.9272727272727272
76,2.127659574468085,0.8846153846153846
77,1.7340425531914894,0.5
78,2.106382978723404,0.7222222222222222
79,1.797872340425532,0.5733333333333334
80,2.127659574468085,0.7272727272727273
81,1.9148936170212767,0.7124183006535948
82,1.6063829787234043,0.45495495495495497
83,1.5957446808510638,0.4653846153846154
84,1.6063829787234043,0.48313090418353577
85,1.8085106382978724,0.5144927536231884
86,1.7234042553191489,0.5529100529100529
87,1.9574468085106382,0.6323529411764706
88,2.117021276595745,0.9285714285714286
89,2.1808510638297873,0.9642857142857143
90,2.1808510638297873,0.9642857142857143
91,2.0425531914893615,0.7692307692307693
92,2.382978723404255,0.8214285714285714
93,2.3617021276595747,0.8611111111111112
94,2.393617021276596,0.8095238095238095
