node,avg_shortest_path_length,clustering_coeff
0,2.3987441130298275,0.28225806451612906
1,2.4207221350078494,0.28923076923076924
2,2.1993720565149135,0.38264580369843526
3,2.218210361067504,0.44894894894894893
4,2.411302982731554,0.22413793103448276
5,2.1758241758241756,0.4537205081669691
6,2.142857142857143,0.4992163009404389
7,1.9262166405023549,0.3860477314450564
8,2.2339089481946623,0.21428571428571427
9,2.1036106750392465,0.3007518796992481
10,2.17425431711146,0.336827393431167
11,2.0313971742543173,0.2548217416715371
12,2.2354788069073783,0.42177589852008457
13,2.0816326530612246,0.19812925170068027
14,2.2511773940345368,0.23673469387755103
15,2.204081632653061,0.24444444444444444
16,1.9230769230769231,0.3914240755310779
17,2.0784929356357926,0.2066326530612245
18,2.0706436420722136,0.4213406292749658
19,1.9905808477237048,0.4612640163098879
20,2.141287284144427,0.5882800608828006
21,2.1538461538461537,0.24174174174174173
22,2.2448979591836733,0.32522474881015334
23,2.1993720565149135,0.29324699352451433
24,2.324960753532182,0.25161290322580643
25,2.087912087912088,0.22851153039832284
26,2.4411302982731553,0.3473684210526316
27,2.293563579277865,0.43865546218487395
28,2.403453689167975,0.3817663817663818
29,2.232339089481947,0.3935897435897436
30,2.497645211930926,0.4735632183908046
31,2.240188383045526,0.4436701509872242
32,2.365777080062794,0.33978494623655914
33,2.4929356357927785,0.5720720720720721
34,2.4583987441130297,0.5517241379310345
35,2.32967032967033,0.5902597402597403
36,2.1648351648351647,0.3460884353741497
37,1.9827315541601256,0.4383869851159571
38,1.880690737833595,0.38001088336658806
39,2.0926216640502355,0.4843987823439878
40,2.0470957613814758,0.42424242424242425
41,1.9717425431711146,0.38612016767582674
42,1.9607535321821037,0.4103641456582633
43,1.9827315541601256,0.4294282287085166
44,1.9529042386185242,0.43682539682539684
45,2.076923076923077,0.5424561403508772
46,2.073783359497645,0.4377028714107366
47,2.1773940345368916,0.24584717607973422
48,2.1883830455259026,0.2917647058823529
49,2.260596546310832,0.2816399286987522
50,1.978021978021978,0.2957983193277311
51,2.1444270015698588,0.26484975541579314
52,2.464678178963893,0.19333333333333333
53,2.356357927786499,0.2172043010752688
54,2.131868131868132,0.19148936170212766
55,2.401883830455259,0.2866666666666667
56,2.326530612244898,0.21666666666666667
57,2.0941915227629515,0.37030075187969924
58,2.4819466248037676,0.4
59,2.260596546310832,0.21975806451612903
60,2.171114599686028,0.3953488372093023
61,2.389324960753532,0.23333333333333334
62,2.012558869701727,0.43201754385964913
63,2.0894819466248036,0.40745920745920744
64,2.1365777080062793,0.39545454545454545
65,1.9701726844583987,0.3516483516483517
66,2.183673469387755,0.49477351916376305
67,2.171114599686028,0.4951219512195122
68,2.0675039246467817,0.4363963963963964
69,1.9952904238618525,0.42427138079311993
70,1.9529042386185242,0.38520213577421814
71,2.227629513343799,0.3280487804878049
72,2.2025117739403455,0.2777777777777778
73,1.9748822605965464,0.4467093768200349
74,2.1758241758241756,0.4474153297682709
75,2.097331240188383,0.40955837870538414
76,2.0423861852433283,0.46044303797468356
77,2.2370486656200943,0.32
78,2.172684458398744,0.43636363636363634
79,2.120879120879121,0.5248587570621469
80,2.0706436420722136,0.5418362731795567
81,2.2731554160125587,0.3490566037735849
82,2.5463108320251178,0.40307692307692305
83,2.405023547880691,0.4418604651162791
84,2.19309262166405,0.26179463459759483
85,2.69701726844584,0.4166666666666667
86,2.324960753532182,0.36268343815513626
87,2.023547880690738,0.4320025965595586
88,2.185243328100471,0.5534591194968553
89,2.2370486656200943,0.36941176470588233
90,2.2637362637362637,0.2857142857142857
91,2.2433281004709578,0.4642375168690958
92,2.2370486656200943,0.41354723707664887
93,2.025117739403454,0.40339506172839507
94,2.185243328100471,0.5494949494949495
95,2.0910518053375196,0.4242937853107345
96,2.2213500784929354,0.39184397163120566
97,1.957613814756672,0.3743056544651759
98,2.0565149136577707,0.35953026196928634
99,2.1789638932496076,0.2733766233766234
100,1.978021978021978,0.4858543417366947
101,2.4835164835164836,0.3157894736842105
102,2.271585557299843,0.26877470355731226
103,2.1381475667189953,0.3686635944700461
104,2.0376766091051803,0.41598569969356486
105,2.1915227629513345,0.23506493506493506
106,2.416012558869702,0.3241106719367589
107,2.141287284144427,0.23315602836879432
108,2.513343799058085,0.2971014492753623
109,2.4332810047095763,0.39920948616600793
110,2.3218210361067504,0.3442028985507246
111,2.3751962323390896,0.4052631578947368
112,2.365777080062794,0.3103448275862069
113,2.183673469387755,0.34311670160726765
114,2.2370486656200943,0.3052721088435374
115,2.229199372056515,0.3977272727272727
116,2.0298273155416013,0.4293887383318278
117,2.172684458398744,0.22828282828282828
118,2.0549450549450547,0.5280864197530865
119,2.227629513343799,0.47638326585695007
120,2.171114599686028,0.4728813559322034
121,1.8932496075353218,0.3807497467071935
122,2.171114599686028,0.39730639730639733
123,2.171114599686028,0.3333333333333333
124,1.9937205651491365,0.4337194337194337
125,2.0392464678178963,0.45092656142759097
126,2.0,0.45903890160183064
127,2.317111459968603,0.4729064039408867
128,2.021978021978022,0.47401641068798656
129,2.014128728414443,0.4794007490636704
130,2.0,0.426697177726926
131,2.072213500784929,0.47170868347338935
132,2.32967032967033,0.20666666666666667
133,2.2119309262166404,0.36979591836734693
134,2.2637362637362637,0.3461279461279461
135,1.9937205651491365,0.39573002754820935
136,2.5714285714285716,0.4368421052631579
137,2.2339089481946623,0.2465986394557823
138,2.463108320251177,0.4444444444444444
139,2.7237048665620094,0.6071428571428571
140,2.241758241758242,0.5252525252525253
141,2.1789638932496076,0.2726045883940621
142,2.3108320251177394,0.30821256038647343
143,2.411302982731554,0.6205533596837944
144,2.2543171114599687,0.37280296022201664
145,2.2213500784929354,0.3396825396825397
146,2.403453689167975,0.31076923076923074
147,2.3343799058084773,0.20923076923076922
148,2.2009419152276295,0.2121951219512195
149,2.306122448979592,0.34574468085106386
150,2.306122448979592,0.33183183183183185
151,2.389324960753532,0.24876847290640394
152,2.2653061224489797,0.47593582887700536
153,2.3940345368916796,0.40795559666975023
154,1.968602825745683,0.3811007268951194
155,2.3516483516483517,0.3521594684385382
156,2.2731554160125587,0.2759601706970128
157,2.340659340659341,0.2738205365402405
158,2.2496075353218212,0.3159722222222222
