,density,l_mean,l_std
0,0.1,2.6005049261083735,0.2884084387270034
1,0.2,2.0699137931034475,0.06227273414314846
2,0.3,1.7869458128078817,0.02540758182287458
3,0.4,1.6254802955665022,0.0093297275712506
4,0.5,1.5054679802955655,0.0037555305015092924
5,0.6,1.4013669950738916,0.0015067313427431911
