node,avg_shortest_path_length,clustering_coeff
0,2.757142857142857,0.8571428571428571
1,2.7285714285714286,0.6263736263736264
2,2.2142857142857144,0.6813186813186813
3,2.2714285714285714,0.6538461538461539
4,2.3714285714285714,0.7272727272727273
5,2.057142857142857,0.37142857142857144
6,3.1857142857142855,0.5
7,2.7714285714285714,0.75
8,2.1714285714285713,0.6083333333333333
9,2.1,0.5073529411764706
10,2.2142857142857144,0.6181818181818182
11,2.1,0.5098039215686274
12,2.8,0.4222222222222222
13,2.1714285714285713,0.4945054945054945
14,2.2857142857142856,0.5555555555555556
15,2.157142857142857,0.5636363636363636
16,2.0428571428571427,0.3897058823529412
17,2.1857142857142855,0.38461538461538464
18,1.8571428571428572,0.4411764705882353
19,1.9428571428571428,0.5735294117647058
20,1.7571428571428571,0.35384615384615387
21,1.8285714285714285,0.43333333333333335
22,2.157142857142857,0.6
23,2.757142857142857,0.6388888888888888
24,1.7857142857142858,0.3415384615384615
25,2.2714285714285714,0.7636363636363637
26,2.1714285714285713,0.5256410256410257
27,1.8,0.37662337662337664
28,1.7285714285714286,0.36363636363636365
29,1.6571428571428573,0.38746438746438744
30,2.0142857142857142,0.4678362573099415
31,1.7857142857142858,0.43722943722943725
32,3.357142857142857,1.0
33,2.9571428571428573,1.0
34,2.4285714285714284,0.6
35,2.4,0.5
36,2.0142857142857142,0.4065934065934066
37,2.3714285714285714,0.9
38,2.0428571428571427,0.3626373626373626
39,1.6714285714285715,0.28835978835978837
40,2.3857142857142857,0.8
41,2.4,0.5
42,2.085714285714286,0.32967032967032966
43,2.4285714285714284,0.8
44,1.957142857142857,0.38095238095238093
45,2.1857142857142855,0.5238095238095238
46,2.2857142857142856,0.7142857142857143
47,1.9857142857142858,0.49264705882352944
48,2.1142857142857143,0.42483660130718953
49,2.1857142857142855,0.6025641025641025
50,2.7142857142857144,0.2857142857142857
51,2.657142857142857,0.5
52,3.7142857142857144,0.0
53,2.1857142857142855,0.38181818181818183
54,2.3857142857142857,0.8333333333333334
55,2.2285714285714286,0.42424242424242425
56,2.3285714285714287,0.16666666666666666
57,2.2857142857142856,0.5454545454545454
58,2.8142857142857145,0.3333333333333333
59,2.757142857142857,0.16666666666666666
60,2.0428571428571427,0.3516483516483517
61,2.757142857142857,0.3333333333333333
62,2.9285714285714284,0.16666666666666666
63,2.6285714285714286,0.4
64,2.585714285714286,0.5333333333333333
65,2.742857142857143,0.6666666666666666
66,2.085714285714286,0.4666666666666667
67,2.1,0.4725274725274725
68,2.057142857142857,0.4945054945054945
69,1.8857142857142857,0.3684210526315789
70,1.8428571428571427,0.29004329004329005
